"Bevolking en huishoudens; viercijferige postcode, 1 januari 2006";;;;;;;;;;;
Onderwerpen;Allochtonen naar herkomstgroepering;Allochtonen naar herkomstgroepering;Allochtonen naar herkomstgroepering;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Particuliere huishoudens: samenstelling;Lokalisering van de postcode;;
Onderwerpen;Totaal allochtonen;Westerse allochtonen;Niet-westerse allochtonen;Totaal particuliere huishoudens;Eenpersoonshuishoudens;Meerpersoonshuishoudens zonder kinderen;Meerpersoonshuishoudens met kinderen;Gemiddelde huishoudensgrootte;Gemeentenaam;;totaalpers
Postcodes op 1 januari;aantal;aantal;aantal;aantal;aantal;aantal;aantal;aantal;naam;;
7884 Emmen;150;130;20;790;155;270;360;2.59;Emmen;;2046.1
7885 Emmen;110;105;15;795;155;260;385;2.66;Emmen;;2114.7
7887 Emmen;285;235;50;1855;390;625;840;2.63;Emmen;;4878.65
7891 Emmen;675;580;90;4785;1155;1730;1905;2.42;Emmen;;11579.7
7892 Emmen;0;0;5;30;5;5;25;3.53;Emmen;;105.9
7894 Emmen;250;235;20;1205;270;375;560;2.6;Emmen;;3133
7895 Emmen;45;40;10;355;80;145;130;2.42;Emmen;;859.1
7901 Hoogeveen;200;155;45;1455;605;555;300;1.9;Hoogeveen;;2764.5
7902 Hoogeveen;345;190;155;2130;985;600;545;1.94;Hoogeveen;;4132.2
7903 Hoogeveen;15;15;0;120;10;40;65;2.87;Hoogeveen;;344.4
7904 Hoogeveen;865;435;425;2020;565;635;820;2.42;Hoogeveen;;4888.4
7905 Hoogeveen;690;320;370;1925;645;615;660;2.27;Hoogeveen;;4369.75
7906 Hoogeveen;530;335;195;3025;1175;955;900;2.09;Hoogeveen;;6322.25
7907 Hoogeveen;345;295;45;1050;400;370;285;2.04;Hoogeveen;;2142
7908 Hoogeveen;925;650;270;3840;690;1140;2015;2.79;Hoogeveen;;10713.6
7909 Hoogeveen;350;215;130;1070;320;400;355;2.28;Hoogeveen;;2439.6
7911 Hoogeveen;5;0;5;80;10;30;40;2.83;Hoogeveen;;226.4
7912 Hoogeveen;15;10;5;225;30;75;120;3;Hoogeveen;;675
7913 Hoogeveen;115;90;30;1820;390;545;880;2.71;Hoogeveen;;4932.2
7914 Hoogeveen;50;40;5;695;125;215;355;2.92;Hoogeveen;;2029.4
7915 Hoogeveen;5;0;0;20;0;5;10;3.24;Hoogeveen;;64.8
7916 Hoogeveen;45;40;0;900;170;295;435;2.72;Hoogeveen;;2448
7917 Coevorden;55;45;10;505;100;175;225;2.64;Coevorden;;1333.2
7918 Hoogeveen;35;25;5;495;95;160;240;2.71;Hoogeveen;;1341.45
7921 De Wolden;265;215;55;2655;720;920;1020;2.46;De Wolden;;6531.3
7924 De Wolden;30;25;5;375;80;145;150;2.53;De Wolden;;948.75
7925 De Wolden;25;25;0;220;40;65;120;3.05;De Wolden;;671
7926 De Wolden;25;25;0;310;40;95;170;2.9;De Wolden;;899
7927 De Wolden;20;10;15;285;50;90;150;2.8;De Wolden;;798
7929 Coevorden;0;0;0;15;0;5;10;2.94;Coevorden;;44.1
7931 Hoogeveen;25;25;0;245;45;100;100;2.62;Hoogeveen;;641.9
7932 De Wolden;15;10;0;125;25;45;60;2.75;De Wolden;;343.75
7933 Hoogeveen;40;40;5;645;160;240;245;2.45;Hoogeveen;;1580.25
7934 Hoogeveen;15;10;0;225;40;80;105;2.7;Hoogeveen;;607.5
7935 De Wolden;0;0;0;25;5;15;10;2.89;De Wolden;;72.25
7936 Hoogeveen;35;25;10;290;50;110;135;2.68;Hoogeveen;;777.2
7938 Midden-Drenthe;45;35;5;365;75;140;150;2.56;Midden-Drenthe;;934.4
7941 Meppel;430;265;160;2970;1375;945;650;1.87;Meppel;;5553.9
7942 Meppel;925;320;610;2500;1115;705;680;1.95;Meppel;;4875
7943 Meppel;720;480;245;3405;755;1000;1650;2.67;Meppel;;9091.35
7944 Meppel;850;415;440;2790;825;990;975;2.29;Meppel;;6389.1
7946 Steenwijkerland;50;45;5;680;180;250;250;2.42;Steenwijkerland;;1645.6
7948 Meppel;170;105;65;1420;295;460;660;2.65;Meppel;;3763
7949 Meppel;10;5;5;50;5;25;20;2.65;Meppel;;132.5
7951 Staphorst;290;155;135;3200;600;810;1795;3.2;Staphorst;;10240
7954 Staphorst;40;15;25;995;180;245;575;3.32;Staphorst;;3303.4
7955 Staphorst;55;35;15;475;105;185;180;2.49;Staphorst;;1182.75
7957 De Wolden;135;95;45;1175;280;425;470;2.46;De Wolden;;2890.5
7958 De Wolden;110;85;30;925;210;340;375;2.57;De Wolden;;2377.25
7961 De Wolden;125;95;30;1475;360;495;620;2.53;De Wolden;;3731.75
7963 De Wolden;155;110;40;1555;405;615;530;2.36;De Wolden;;3669.8
7964 De Wolden;15;10;5;120;25;45;45;2.47;De Wolden;;296.4
7965 Meppel;5;10;0;45;15;10;20;2.53;Meppel;;113.85
7966 Meppel;5;0;0;35;5;10;15;3.03;Meppel;;106.05
7971 Westerveld;195;155;45;1505;430;590;480;2.3;Westerveld;;3461.5
7973 Westerveld;30;15;10;265;50;110;115;2.5;Westerveld;;662.5
7974 Westerveld;20;20;5;80;20;20;40;2.74;Westerveld;;219.2
7975 Westerveld;60;50;10;570;125;220;225;2.5;Westerveld;;1425
7981 Westerveld;115;70;45;1025;295;370;355;2.33;Westerveld;;2388.25
7983 Westerveld;35;30;10;255;60;95;95;2.48;Westerveld;;632.4
7984 Westerveld;0;5;0;65;15;15;30;2.82;Westerveld;;183.3
7985 Westerveld;150;65;90;90;50;10;30;2.08;Westerveld;;187.2
7986 Westerveld;15;15;5;100;20;40;40;2.61;Westerveld;;261
7991 Westerveld;185;155;35;1730;475;645;605;2.39;Westerveld;;4134.7
8011 Zwolle;755;470;285;3670;2345;845;475;1.55;Zwolle;;5688.5
8012 Zwolle;795;385;410;3830;2140;945;745;1.74;Zwolle;;6664.2
8013 Zwolle;280;135;145;1240;560;320;355;1.95;Zwolle;;2418
8014 Zwolle;1745;875;865;5150;1630;1275;2240;2.45;Zwolle;;12617.5
8015 Zwolle;250;145;105;1220;300;365;565;2.63;Zwolle;;3208.6
8016 Zwolle;1005;520;485;3300;770;860;1675;2.67;Zwolle;;8811
8017 Zwolle;670;425;245;2960;875;920;1160;2.42;Zwolle;;7163.2
8019 Zwolle;165;115;45;850;415;210;230;2.02;Zwolle;;1717
8021 Zwolle;1075;295;785;2585;1395;695;495;1.75;Zwolle;;4523.75
8022 Zwolle;995;315;685;2840;1785;630;425;1.56;Zwolle;;4430.4
8023 Zwolle;640;340;295;2860;1260;820;775;2.02;Zwolle;;5777.2
8024 Zwolle;245;185;55;1725;490;680;555;2.3;Zwolle;;3967.5
8025 Zwolle;85;45;40;235;100;65;65;2.12;Zwolle;;498.2
8026 Zwolle;45;40;10;330;65;115;145;2.72;Zwolle;;897.6
8028 Zwolle;10;5;0;85;15;30;40;3.2;Zwolle;;272
8031 Zwolle;3175;795;2380;4600;2230;1200;1170;1.92;Zwolle;;8832
8032 Zwolle;1775;810;965;4540;1665;1560;1315;2.09;Zwolle;;9488.6
8033 Zwolle;640;325;315;1425;315;525;585;2.48;Zwolle;;3534
8034 Zwolle;55;50;5;285;40;135;110;2.56;Zwolle;;729.6
8035 Zwolle;15;15;5;120;30;25;65;2.88;Zwolle;;345.6
8041 Zwolle;25;15;5;165;60;55;50;2.26;Zwolle;;372.9
8042 Zwolle;310;190;120;1990;465;625;900;2.59;Zwolle;;5154.1
8043 Zwolle;2220;875;1340;5430;1295;1760;2385;2.53;Zwolle;;13737.9
8044 Zwolle;0;0;0;15;0;5;15;3.22;Zwolle;;48.3
8045 Zwolle;0;0;0;15;5;0;5;2.92;Zwolle;;43.8
8051 Hattem;690;460;235;4195;1070;1505;1620;2.46;Hattem;;10319.7
8052 Hattem;60;25;30;460;120;120;220;2.73;Hattem;;1255.8
8055 Raalte;25;20;0;215;40;60;115;3;Raalte;;645
8061 Zwartewaterland;290;180;105;2555;550;810;1195;2.75;Zwartewaterland;;7026.25
8064 Zwartewaterland;270;190;80;1925;535;605;790;2.48;Zwartewaterland;;4774
8066 Steenwijkerland;10;10;0;210;40;60;105;2.78;Steenwijkerland;;583.8
8071 Nunspeet;610;350;255;4365;1260;1320;1785;2.53;Nunspeet;;11043.45
8072 Nunspeet;715;350;365;3045;710;950;1390;2.65;Nunspeet;;8069.25
8075 Nunspeet;55;35;20;1310;235;355;720;3.37;Nunspeet;;4414.7
8076 Nunspeet;70;60;15;275;85;95;90;2.37;Nunspeet;;651.75
8077 Nunspeet;90;60;30;705;175;205;325;2.77;Nunspeet;;1952.85
8079 Oldebroek;0;0;0;70;10;15;40;3.16;Oldebroek;;221.2
8081 Elburg;700;430;270;4450;1080;1380;2000;2.59;Elburg;;11525.5
8084 Elburg;320;220;100;2415;555;835;1025;2.57;Elburg;;6206.55
8085 Elburg;85;55;25;1350;285;400;670;3;Elburg;;4050
8091 Oldebroek;695;375;320;4350;885;1320;2140;2.74;Oldebroek;;11919
8094 Oldebroek;60;40;20;555;105;175;275;2.84;Oldebroek;;1576.2
8095 Oldebroek;30;25;10;400;60;135;200;2.98;Oldebroek;;1192
8096 Oldebroek;150;105;50;1940;390;570;985;2.91;Oldebroek;;5645.4
8097 Oldebroek;25;15;10;615;100;160;355;3.24;Oldebroek;;1992.6
8101 Raalte;550;325;230;2570;630;985;955;2.41;Raalte;;6193.7
8102 Raalte;630;290;335;3080;1010;1080;985;2.27;Raalte;;6991.6
8103 Raalte;205;155;55;1905;345;510;1045;2.86;Raalte;;5448.3
8105 Raalte;25;20;5;795;160;230;405;2.85;Raalte;;2265.75
8106 Raalte;325;90;230;710;245;160;305;2.51;Raalte;;1782.1
8107 Raalte;15;10;5;415;80;115;220;2.95;Raalte;;1224.25
8111 Raalte;85;50;35;1350;315;390;650;2.71;Raalte;;3658.5
8112 Raalte;15;10;0;395;70;115;210;2.94;Raalte;;1161.3
8121 Olst-Wijhe;690;395;290;3060;750;1080;1225;2.49;Olst-Wijhe;;7619.4
8124 Olst-Wijhe;45;30;15;420;75;155;190;2.68;Olst-Wijhe;;1125.6
8131 Olst-Wijhe;355;240;120;2940;715;940;1290;2.59;Olst-Wijhe;;7614.6
8141 Raalte;315;230;85;2690;595;950;1140;2.57;Raalte;;6913.3
8144 Raalte;15;10;5;145;30;40;85;2.85;Raalte;;413.25
8146 Ommen;5;5;0;120;20;40;60;2.72;Ommen;;326.4
8147 Ommen;20;15;0;80;15;25;35;2.83;Ommen;;226.4
8148 Ommen;25;20;0;450;95;125;225;2.86;Ommen;;1287
8151 Dalfsen;45;30;15;675;140;200;330;2.79;Dalfsen;;1883.25
8152 Dalfsen;50;35;15;785;155;245;380;2.79;Dalfsen;;2190.15
8153 Dalfsen;5;5;0;55;20;10;25;2.78;Dalfsen;;152.9
8154 Dalfsen;0;5;0;30;5;15;15;3.03;Dalfsen;;90.9
8161 Epe;560;360;205;2730;835;910;990;2.37;Epe;;6470.1
8162 Epe;990;535;450;3825;1105;1445;1275;2.28;Epe;;8721
8166 Epe;95;80;20;1150;265;385;510;2.64;Epe;;3036
8167 Epe;60;40;15;525;90;160;285;3.02;Epe;;1585.5
8171 Epe;540;360;180;3100;875;1025;1205;2.46;Epe;;7626
8172 Epe;1295;680;615;2015;460;680;875;2.52;Epe;;5077.8
8181 Heerde;510;355;155;4460;1085;1610;1760;2.47;Heerde;;11016.2
8191 Heerde;735;280;460;2395;700;680;1010;2.52;Heerde;;6035.4
8193 Heerde;20;10;5;85;15;25;45;2.89;Heerde;;245.65
8194 Heerde;25;15;5;270;60;90;120;2.6;Heerde;;702
8196 Olst-Wijhe;25;20;5;225;45;80;100;2.66;Olst-Wijhe;;598.5
8198 Olst-Wijhe;5;10;0;25;0;5;15;3.23;Olst-Wijhe;;80.75
8211 Lelystad;35;25;10;95;25;30;40;2.56;Lelystad;;243.2
8212 Lelystad;760;380;375;1955;405;745;810;2.5;Lelystad;;4887.5
8218 Lelystad;0;0;0;75;10;20;55;3.42;Lelystad;;256.5
8219 Lelystad;185;80;105;315;30;85;200;3.12;Lelystad;;982.8
8221 Lelystad;0;0;0;10;5;0;5;2.56;Lelystad;;25.6
8222 Lelystad;35;25;10;80;15;45;25;2.35;Lelystad;;188
8223 Lelystad;2070;420;1650;2120;760;500;855;2.35;Lelystad;;4982
8224 Lelystad;2545;530;2010;3015;1125;885;1010;2.22;Lelystad;;6693.3
8225 Lelystad;2620;855;1765;3645;1310;940;1400;2.22;Lelystad;;8091.9
8226 Lelystad;3350;865;2480;3955;1170;970;1810;2.45;Lelystad;;9689.75
8231 Lelystad;1090;470;625;2155;640;670;845;2.26;Lelystad;;4870.3
8232 Lelystad;1165;430;735;2535;1140;740;655;1.92;Lelystad;;4867.2
8233 Lelystad;60;40;25;240;175;55;10;1.29;Lelystad;;309.6
8239 Lelystad;75;10;65;40;5;10;20;2.75;Lelystad;;110
8241 Lelystad;120;80;35;340;30;180;125;2.51;Lelystad;;853.4
8242 Lelystad;1055;555;500;2475;610;890;985;2.4;Lelystad;;5940
8243 Lelystad;2120;850;1265;3740;1065;1125;1550;2.37;Lelystad;;8863.8
8244 Lelystad;820;410;410;1825;510;600;715;2.38;Lelystad;;4343.5
8245 Lelystad;825;360;460;1535;165;440;925;2.99;Lelystad;;4589.65
8251 Dronten;2430;860;1565;5680;2085;1775;1830;2.2;Dronten;;12496
8252 Dronten;540;360;175;2405;435;790;1180;2.75;Dronten;;6613.75
8253 Dronten;790;600;195;2005;505;505;995;2.74;Dronten;;5493.7
8254 Dronten;20;15;0;410;265;135;10;1.4;Dronten;;574
8255 Dronten;820;460;360;2510;525;870;1115;2.61;Dronten;;6551.1
8256 Dronten;740;370;370;2365;540;830;1000;2.53;Dronten;;5983.45
8261 Kampen;485;255;230;2690;1530;705;455;1.7;Kampen;;4573
8262 Kampen;980;260;715;2950;1105;900;945;2.13;Kampen;;6283.5
8263 Kampen;25;20;5;205;35;70;105;2.77;Kampen;;567.85
8264 Kampen;110;65;45;820;150;310;365;2.65;Kampen;;2173
8265 Kampen;1635;695;935;5695;1500;1735;2455;2.54;Kampen;;14465.3
8266 Kampen;230;160;65;1725;370;600;755;2.63;Kampen;;4536.75
8267 Kampen;5;5;0;215;35;55;120;3.13;Kampen;;672.95
8271 Kampen;345;255;95;3810;770;1075;1970;2.94;Kampen;;11201.4
8274 Kampen;20;15;0;290;45;95;150;2.85;Kampen;;826.5
8275 Kampen;10;5;5;195;35;50;105;3.1;Kampen;;604.5
8276 Kampen;10;10;0;255;40;70;140;3.18;Kampen;;810.9
8277 Kampen;5;0;0;275;50;60;165;3.59;Kampen;;987.25
8278 Kampen;30;25;5;260;35;80;145;3.2;Kampen;;832
8281 Zwartewaterland;295;180;120;3175;620;825;1725;3.1;Zwartewaterland;;9842.5
8291 Zwartewaterland;0;0;0;5;0;0;0;4.2;Zwartewaterland;;21
8293 Kampen;5;0;0;45;5;5;35;4.19;Kampen;;188.55
8294 Zwartewaterland;0;0;0;50;5;15;30;3.71;Zwartewaterland;;185.5
8301 Noordoostpolder;240;95;145;1020;465;365;190;1.82;Noordoostpolder;;1856.4
8302 Noordoostpolder;890;365;520;3435;880;1090;1465;2.57;Noordoostpolder;;8827.95
8303 Noordoostpolder;1575;570;1010;4020;1215;1250;1560;2.42;Noordoostpolder;;9728.4
8304 Noordoostpolder;335;160;175;1565;520;445;595;2.34;Noordoostpolder;;3662.1
8305 Noordoostpolder;5;5;0;95;15;25;50;2.95;Noordoostpolder;;280.25
8307 Noordoostpolder;170;115;50;1195;270;405;520;2.65;Noordoostpolder;;3166.75
8308 Noordoostpolder;210;125;80;830;230;290;310;2.42;Noordoostpolder;;2008.6
8309 Noordoostpolder;110;75;30;660;135;210;310;2.87;Noordoostpolder;;1894.2
8311 Noordoostpolder;80;65;15;500;110;155;235;2.74;Noordoostpolder;;1370
8312 Noordoostpolder;85;55;30;625;145;200;275;2.66;Noordoostpolder;;1662.5
8313 Noordoostpolder;70;55;15;630;135;195;300;2.75;Noordoostpolder;;1732.5
8314 Noordoostpolder;80;50;25;500;95;155;255;2.8;Noordoostpolder;;1400
8315 Noordoostpolder;790;325;460;945;405;180;360;2.38;Noordoostpolder;;2249.1
8316 Noordoostpolder;225;170;60;1495;355;505;635;2.58;Noordoostpolder;;3857.1
8317 Noordoostpolder;75;65;15;590;135;215;235;2.54;Noordoostpolder;;1498.6
8321 Urk;390;165;225;3995;745;720;2525;3.6;Urk;;14382
8322 Urk;35;20;15;905;140;210;550;3.26;Urk;;2950.3
8325 Steenwijkerland;185;100;80;1665;480;525;660;2.45;Steenwijkerland;;4079.25
8326 Steenwijkerland;50;30;15;830;155;280;400;2.87;Steenwijkerland;;2382.1
8331 Steenwijkerland;1205;575;625;5180;2110;1610;1460;2.04;Steenwijkerland;;10567.2
8332 Steenwijkerland;545;320;230;2355;440;760;1155;2.74;Steenwijkerland;;6452.7
8334 Steenwijkerland;75;60;20;605;105;250;255;2.59;Steenwijkerland;;1566.95
8335 Steenwijkerland;10;5;0;85;25;25;40;2.66;Steenwijkerland;;226.1
8336 Steenwijkerland;5;5;0;40;15;15;15;2.26;Steenwijkerland;;90.4
8337 Steenwijkerland;10;5;5;60;20;20;25;2.38;Steenwijkerland;;142.8
8338 Steenwijkerland;25;25;0;325;70;110;145;2.57;Steenwijkerland;;835.25
8339 Steenwijkerland;5;5;0;55;10;15;25;2.72;Steenwijkerland;;149.6
8341 Steenwijkerland;95;65;30;800;235;285;285;2.41;Steenwijkerland;;1928
8342 Steenwijkerland;5;5;0;95;15;35;45;2.91;Steenwijkerland;;276.45
8343 Steenwijkerland;15;20;0;215;40;85;95;2.62;Steenwijkerland;;563.3
8344 Steenwijkerland;25;20;5;125;25;40;55;2.64;Steenwijkerland;;330
8345 Steenwijkerland;15;15;5;120;20;35;60;2.86;Steenwijkerland;;343.2
8346 Steenwijkerland;15;10;10;90;35;35;20;2.11;Steenwijkerland;;189.9
8347 Steenwijkerland;20;15;10;225;45;80;100;2.67;Steenwijkerland;;600.75
8351 Westerveld;35;35;5;325;80;120;125;2.48;Westerveld;;806
8355 Steenwijkerland;105;90;15;1075;280;415;380;2.4;Steenwijkerland;;2580
8356 Steenwijkerland;60;55;10;560;145;200;215;2.4;Steenwijkerland;;1344
8361 Steenwijkerland;0;0;0;30;0;10;15;2.81;Steenwijkerland;;84.3
8362 Steenwijkerland;0;0;0;10;5;5;0;3.25;Steenwijkerland;;32.5
8363 Steenwijkerland;10;10;0;80;20;40;25;2.37;Steenwijkerland;;189.6
8371 Steenwijkerland;20;20;0;220;50;75;95;2.57;Steenwijkerland;;565.4
8372 Steenwijkerland;0;5;0;15;0;10;5;2.88;Steenwijkerland;;43.2
8373 Steenwijkerland;10;10;0;130;20;45;65;2.87;Steenwijkerland;;373.1
8374 Steenwijkerland;25;20;0;350;100;110;140;2.46;Steenwijkerland;;861
8375 Steenwijkerland;90;80;15;1035;255;375;410;2.48;Steenwijkerland;;2566.8
8376 Steenwijkerland;25;20;5;230;55;100;80;2.52;Steenwijkerland;;579.6
8377 Steenwijkerland;5;10;0;115;30;45;40;2.39;Steenwijkerland;;274.85
8378 Steenwijkerland;15;15;0;155;30;60;70;2.67;Steenwijkerland;;413.85
8381 Westerveld;100;65;30;900;260;405;240;2.19;Westerveld;;1971
8382 Westerveld;10;15;0;115;45;35;35;2.13;Westerveld;;244.95
8383 Westerveld;15;15;5;180;30;65;85;2.81;Westerveld;;505.8
8384 Westerveld;45;40;5;395;140;135;120;2.14;Westerveld;;845.3
8385 Westerveld;15;15;0;170;50;75;40;2.17;Westerveld;;368.9
8386 Westerveld;5;5;0;60;15;25;15;2.18;Westerveld;;130.8
8387 Westerveld;30;15;20;10;5;5;0;1.55;Westerveld;;15.5
8388 Weststellingwerf;15;15;0;215;45;90;85;2.5;Weststellingwerf;;537.5
8389 Weststellingwerf;15;15;5;145;30;55;55;2.46;Weststellingwerf;;356.7
8391 Weststellingwerf;255;190;60;1685;515;595;570;2.25;Weststellingwerf;;3791.25
8392 Weststellingwerf;45;45;0;375;85;145;140;2.44;Weststellingwerf;;915
8393 Weststellingwerf;10;5;0;70;10;30;35;2.9;Weststellingwerf;;203
8394 Weststellingwerf;25;25;0;150;25;55;75;2.82;Weststellingwerf;;423
8395 Weststellingwerf;70;45;25;450;105;165;180;2.5;Weststellingwerf;;1125
8396 Weststellingwerf;5;5;0;35;5;25;10;2.34;Weststellingwerf;;81.9
8397 Weststellingwerf;35;25;10;325;60;120;140;2.57;Weststellingwerf;;835.25
8398 Weststellingwerf;25;15;5;190;45;65;80;2.54;Weststellingwerf;;482.6
8401 Opsterland;440;290;150;3045;975;1065;1000;2.24;Opsterland;;6820.8
8403 Opsterland;10;5;5;110;15;50;45;2.71;Opsterland;;298.1
8404 Opsterland;55;45;15;405;85;130;190;2.56;Opsterland;;1036.8
8405 Opsterland;20;20;0;160;30;60;70;2.64;Opsterland;;422.4
8406 Opsterland;60;55;10;590;150;185;255;2.55;Opsterland;;1504.5
8407 Opsterland;25;20;5;390;75;125;190;2.73;Opsterland;;1064.7
8408 Opsterland;60;40;20;530;100;210;220;2.59;Opsterland;;1372.7
8409 Opsterland;25;25;0;295;70;95;125;2.53;Opsterland;;746.35
8411 Heerenveen;125;100;20;1345;315;465;565;2.5;Heerenveen;;3362.5
8412 Heerenveen;30;30;0;320;60;135;130;2.58;Heerenveen;;825.6
8413 Heerenveen;30;30;0;320;65;105;150;2.71;Heerenveen;;867.2
8414 Heerenveen;55;45;10;615;165;230;230;2.39;Heerenveen;;1469.85
8415 Heerenveen;25;20;5;170;35;55;80;2.66;Heerenveen;;452.2
8421 Ooststellingwerf;80;60;20;635;180;220;235;2.4;Ooststellingwerf;;1524
8422 Ooststellingwerf;5;5;0;110;25;50;40;2.47;Ooststellingwerf;;271.7
8423 Ooststellingwerf;40;30;10;415;95;150;175;2.5;Ooststellingwerf;;1037.5
8424 Ooststellingwerf;35;25;0;260;50;100;100;2.52;Ooststellingwerf;;655.2
8425 Ooststellingwerf;5;5;0;100;10;40;55;2.82;Ooststellingwerf;;282
8426 Ooststellingwerf;350;220;125;2110;640;760;715;2.27;Ooststellingwerf;;4789.7
8427 Ooststellingwerf;15;20;0;160;20;70;65;2.62;Ooststellingwerf;;419.2
8428 Ooststellingwerf;25;20;10;155;30;35;85;2.94;Ooststellingwerf;;455.7
8431 Ooststellingwerf;880;660;220;4200;1240;1460;1500;2.3;Ooststellingwerf;;9660
8432 Ooststellingwerf;20;20;0;225;40;80;100;2.7;Ooststellingwerf;;607.5
8433 Ooststellingwerf;100;65;35;1315;355;445;515;2.46;Ooststellingwerf;;3234.9
8434 Ooststellingwerf;20;20;5;310;55;100;155;2.82;Ooststellingwerf;;874.2
8435 Ooststellingwerf;55;45;10;760;185;260;320;2.47;Ooststellingwerf;;1877.2
8437 Westerveld;15;15;0;110;40;55;20;2;Westerveld;;220
8438 Westerveld;10;10;0;60;20;30;10;1.97;Westerveld;;118.2
8439 Westerveld;0;0;0;15;5;10;5;2.22;Westerveld;;33.3
8441 Heerenveen;375;190;185;2275;1025;720;535;1.96;Heerenveen;;4459
8442 Heerenveen;875;295;585;3115;1605;950;560;1.73;Heerenveen;;5388.95
8443 Heerenveen;375;180;200;1410;520;495;400;2.06;Heerenveen;;2904.6
8444 Heerenveen;15;15;0;105;60;40;10;1.55;Heerenveen;;162.75
8445 Heerenveen;135;115;15;640;85;295;260;2.66;Heerenveen;;1702.4
8446 Heerenveen;1370;615;755;3400;1150;1050;1205;2.25;Heerenveen;;7650
8447 Heerenveen;430;245;185;1525;520;445;555;2.26;Heerenveen;;3446.5
8448 Heerenveen;215;110;100;870;145;320;415;2.69;Heerenveen;;2340.3
8449 Heerenveen;10;10;0;110;20;40;55;2.68;Heerenveen;;294.8
8451 Heerenveen;170;105;65;620;150;220;250;2.39;Heerenveen;;1481.8
8452 Heerenveen;10;5;5;55;15;20;25;2.59;Heerenveen;;142.45
8453 Heerenveen;50;35;10;415;75;170;165;2.56;Heerenveen;;1062.4
8454 Heerenveen;40;35;5;300;70;110;110;2.44;Heerenveen;;732
8455 Heerenveen;30;20;5;225;40;65;115;2.83;Heerenveen;;636.75
8456 Heerenveen;70;55;15;525;90;160;275;2.85;Heerenveen;;1496.25
8457 Heerenveen;10;5;0;110;25;30;45;2.73;Heerenveen;;300.3
8458 Heerenveen;30;20;10;280;60;85;135;2.66;Heerenveen;;744.8
8459 Heerenveen;25;20;10;155;20;55;80;2.79;Heerenveen;;432.45
8461 Skarsterlân;20;15;5;270;60;90;115;2.57;SkarsterlÔn;;693.9
8462 Skarsterlân;5;5;0;70;10;25;30;3.06;SkarsterlÔn;;214.2
8463 Skarsterlân;30;25;5;235;55;60;120;2.82;SkarsterlÔn;;662.7
8464 Skarsterlân;45;40;5;420;70;155;195;2.68;SkarsterlÔn;;1125.6
8465 Skarsterlân;110;75;35;735;145;245;340;2.7;SkarsterlÔn;;1984.5
8466 Skarsterlân;5;5;5;25;0;15;0;2.17;SkarsterlÔn;;54.25
8467 Skarsterlân;15;10;0;140;25;45;70;2.75;SkarsterlÔn;;385
8468 Skarsterlân;25;20;10;155;30;50;80;2.75;SkarsterlÔn;;426.25
8469 Skarsterlân;10;5;0;60;15;20;20;2.51;SkarsterlÔn;;150.6
8471 Weststellingwerf;1035;455;580;5110;1705;1725;1680;2.22;Weststellingwerf;;11344.2
8472 Weststellingwerf;20;20;0;260;105;75;85;2.22;Weststellingwerf;;577.2
8474 Weststellingwerf;35;30;5;405;65;155;180;2.66;Weststellingwerf;;1077.3
8475 Weststellingwerf;20;20;0;180;35;65;80;2.74;Weststellingwerf;;493.2
8476 Weststellingwerf;20;20;0;125;35;30;55;2.75;Weststellingwerf;;343.75
8477 Weststellingwerf;0;0;0;50;10;15;25;2.88;Weststellingwerf;;144
8478 Weststellingwerf;10;5;5;90;10;35;45;2.85;Weststellingwerf;;256.5
8479 Weststellingwerf;10;5;0;75;10;25;35;2.97;Weststellingwerf;;222.75
8481 Weststellingwerf;10;0;5;50;10;25;20;2.5;Weststellingwerf;;125
8482 Weststellingwerf;5;5;0;80;20;30;30;2.64;Weststellingwerf;;211.2
8483 Weststellingwerf;25;20;5;180;45;60;75;2.53;Weststellingwerf;;455.4
8484 Weststellingwerf;20;15;5;115;25;50;35;2.34;Weststellingwerf;;269.1
8485 Weststellingwerf;15;15;0;170;30;65;70;2.5;Weststellingwerf;;425
8486 Weststellingwerf;10;10;0;80;15;35;35;2.77;Weststellingwerf;;221.6
8487 Weststellingwerf;5;5;0;55;5;15;30;3.15;Weststellingwerf;;173.25
8488 Weststellingwerf;5;5;0;75;15;25;35;2.59;Weststellingwerf;;194.25
8489 Weststellingwerf;0;5;0;15;5;5;5;2.6;Weststellingwerf;;39
8491 Boarnsterhim;205;135;65;1370;435;480;460;2.26;Boarnsterhim;;3096.2
8493 Boarnsterhim;50;35;10;350;105;135;110;2.26;Boarnsterhim;;791
8494 Boarnsterhim;50;40;10;350;25;125;205;3.06;Boarnsterhim;;1071
8495 Boarnsterhim;60;45;10;595;170;195;225;2.39;Boarnsterhim;;1422.05
8497 Smallingerland;0;0;0;20;0;5;10;3.8;Smallingerland;;76
8501 Skarsterlân;625;435;195;4395;1445;1535;1420;2.24;SkarsterlÔn;;9844.8
8502 Skarsterlân;135;100;30;1025;185;325;515;2.81;SkarsterlÔn;;2880.25
8503 Skarsterlân;0;0;0;15;0;5;10;3.08;SkarsterlÔn;;46.2
8505 Skarsterlân;5;0;0;20;0;5;10;3.1;SkarsterlÔn;;62
8506 Skarsterlân;10;15;0;200;30;55;115;2.95;SkarsterlÔn;;590
